week,staff_id,staff_name,role,service,present
52,STF-ac9813b7,Jamie Arnold,doctor,emergency,0
10,STF-b4907958,Sherri Baker,nurse,emergency,0
22,STF-4740993e,Diana May,nurse,ICU,1
48,STF-9da1bed5,Helen Jones,nursing_assistant,general_medicine,1
29,STF-8b6412dc,Sarah Moore,nurse,ICU,0
51,STF-a373df11,Monica Herrera,nurse,emergency,1
18,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1
34,STF-8a42f5e7,Paul Jones,nurse,general_medicine,1
32,STF-3a9a90fd,Carla Gray,nurse,emergency,1
21,STF-40a56cae,Lisa Archer,nursing_assistant,general_medicine,0
18,STF-f398593d,Nathan Maldonado,doctor,general_medicine,0
25,STF-7dfe6d32,Gabrielle Davis,nursing_assistant,emergency,1
43,STF-5157d809,Connor West,nursing_assistant,surgery,0
32,STF-dc6ad834,Jordan Henderson,nursing_assistant,emergency,1
31,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0
3,STF-403052c0,Daniel Wagner,nursing_assistant,emergency,0
5,STF-e72deb85,Zachary Ferrell,nursing_assistant,ICU,0
46,STF-ec102fe1,Donald Wright,doctor,general_medicine,1
22,STF-188cd855,Shannon Walker,nurse,ICU,0
31,STF-ada6b167,Nathan Maldonado,nurse,emergency,0
40,STF-b77cdc60,Allison Hill,nurse,emergency,1
51,STF-68c8a79d,Angelica Tucker,nurse,general_medicine,0
47,STF-95cd7529,Judy Baker,nurse,surgery,1
30,STF-4daae752,Jeffrey Chandler,nursing_assistant,ICU,1
43,STF-1511492d,Sierra Johnson,nursing_assistant,general_medicine,0
10,STF-1511492d,Sharon Cherry,nursing_assistant,ICU,0
34,STF-8325689b,Brian Ramirez,nurse,surgery,0
25,STF-398a99e9,Elizabeth Fowler,nurse,surgery,1
23,STF-2dfd271e,William Baker,doctor,general_medicine,0
14,STF-d114bde8,Abigail Shaffer,nurse,emergency,1
44,STF-2122e2a0,Jessica Smith,nursing_assistant,general_medicine,1
17,STF-e8857831,Shannon Jones,nursing_assistant,emergency,1
11,STF-bfc199cf,John Pierce,doctor,surgery,0
41,STF-9fdbaf6f,Shane Henderson,nursing_assistant,emergency,0
37,STF-7510a5e3,Stephen Mckee,nurse,ICU,1
31,STF-a4c9b3f0,Elizabeth Fowler,nurse,general_medicine,0
12,STF-8a42f5e7,Kelly Donovan,nursing_assistant,emergency,0
25,STF-e9bd9766,Sharon Cherry,doctor,ICU,1
50,STF-b13eeb99,Ethan Adams,nurse,general_medicine,1
14,STF-e2bbe735,Jessica Callahan,nursing_assistant,general_medicine,0
51,STF-5401ad3a,John Whitehead,doctor,general_medicine,0
49,STF-11c84169,Philip Cannon,nurse,surgery,1
32,STF-53629610,Gerald Hensley,nurse,surgery,1
4,STF-e0c7759c,Connor West,nurse,general_medicine,0
29,STF-40a56cae,Aimee Montoya,nurse,general_medicine,1
4,STF-2c8eaa98,Carla Gray,nurse,surgery,1
35,STF-abfdc900,Garrett Lin,nurse,ICU,0
36,STF-97ee23c3,Shannon Walker,nurse,ICU,1
22,STF-ed194945,James Brown,nurse,general_medicine,0
18,STF-a373df11,Lisa Hensley,doctor,emergency,1
18,STF-95cd7529,Tommy Walter,nursing_assistant,emergency,0
37,STF-ebbeb197,Monica Herrera,doctor,emergency,1
26,STF-23a8d4c5,Derek Zuniga,doctor,surgery,0
23,STF-0f188974,Amy Silva,nurse,general_medicine,1
50,STF-a1420039,Jordan Henderson,nurse,general_medicine,1
38,STF-6c29c37d,Victoria Garcia,nurse,general_medicine,0
48,STF-11c84169,Fred Smith,nursing_assistant,general_medicine,1
16,STF-61a51c45,James Brown,nurse,surgery,1
38,STF-1bc3ecc7,Jessica Holmes,doctor,surgery,1
46,STF-68c8a79d,Anthony Humphrey,nurse,surgery,1
34,STF-ed194945,Donald Wright,nurse,general_medicine,0
7,STF-a493e575,Zachary Ferrell,nurse,ICU,0
13,STF-a493e575,Denise Jacobs,nurse,ICU,0
19,STF-63b9ca1d,Carol Tucker,nurse,general_medicine,0
48,STF-ada6b167,Jeffrey Chavez,nurse,surgery,1
1,STF-8d812ffa,Lisa Archer,nurse,ICU,0
26,STF-f5164783,Lisa Archer,doctor,ICU,0
35,STF-98fd6aad,Denise Jacobs,nursing_assistant,general_medicine,1
16,STF-f398593d,James Ferrell,nurse,general_medicine,0
16,STF-ddd99f9e,William Herrera,nursing_assistant,ICU,0
6,STF-68c8a79d,Sherry Decker,nurse,surgery,1
2,STF-669a95d5,Helen Jones,nurse,ICU,0
12,STF-550b832f,Justin Baker,nurse,surgery,1
11,STF-ebbeb197,Ryan Munoz,nurse,emergency,0
23,STF-4daae752,Jeffrey Chandler,nurse,ICU,1
48,STF-5401ad3a,Aaron Wise,nurse,ICU,1
9,STF-727e4277,Donald Wright,nursing_assistant,surgery,0
52,STF-052894a3,Evelyn Galvan,nursing_assistant,ICU,1
2,STF-25d79742,Cassandra Gaines,nurse,emergency,0
30,STF-206b10dc,John Pierce,doctor,surgery,0
16,STF-53629610,Mark Perez,nurse,ICU,1
36,STF-15db5d87,Marc Moore,nursing_assistant,ICU,1
16,STF-26466758,Lauren Daniels,nurse,general_medicine,0
18,STF-a4c9b3f0,Elizabeth Fowler,nurse,emergency,1
50,STF-f398593d,Rebecca Henderson,nurse,emergency,1
4,STF-55594f66,Brent Jordan,nursing_assistant,emergency,0
37,STF-398a99e9,Tricia Valencia,doctor,surgery,1
29,STF-ed194945,John Daniel,doctor,general_medicine,0
49,STF-5157d809,William Baker,nurse,general_medicine,1
15,STF-f398593d,Elizabeth Fowler,nursing_assistant,emergency,1
40,STF-038ff4c9,Amy Silva,nurse,surgery,1
6,STF-052894a3,Sharon Cochran,doctor,ICU,1
14,STF-2dcdd6fb,Anthony Humphrey,doctor,general_medicine,1
31,STF-bfc199cf,Joshua Blair,nursing_assistant,emergency,1
32,STF-038ff4c9,Shirley Suarez,nurse,general_medicine,0
34,STF-97ee23c3,Shannon Walker,nurse,ICU,0
6,STF-59afa180,Jessica Callahan,doctor,ICU,1
31,STF-2dcdd6fb,Jeffrey Chavez,doctor,surgery,0
43,STF-669a95d5,Erin Edwards,nursing_assistant,ICU,0
29,STF-052894a3,Richard Rodriguez,nursing_assistant,ICU,0
43,STF-206b10dc,Paula Moreno,nurse,emergency,0
39,STF-4f1df27e,Jessica Callahan,nurse,ICU,1
18,STF-ac9813b7,Monica Herrera,nurse,emergency,1
51,STF-e983db1d,April Frost,doctor,ICU,0
13,STF-25d79742,Jeffrey Chavez,nursing_assistant,surgery,1
6,STF-dfe95bc8,Timothy Duncan,nurse,general_medicine,0
25,STF-e983db1d,April Frost,nurse,ICU,1
40,STF-ec102fe1,Whitney Peters,nurse,general_medicine,0
9,STF-2dcdd6fb,Paula Moreno,nurse,surgery,1
4,STF-44cbfc17,Amy Silva,nurse,general_medicine,1
44,STF-e72deb85,Lisa Archer,doctor,ICU,0
27,STF-95cd7529,Carla Gray,nurse,emergency,1
51,STF-8b6412dc,Connor West,doctor,surgery,1
2,STF-dc6ad834,William Baker,nurse,ICU,0
35,STF-15db5d87,Stephen Mckee,nurse,ICU,0
38,STF-e8857831,Connor West,nurse,general_medicine,0
47,STF-c8ef6bb9,Justin Baker,nurse,emergency,1
12,STF-26466758,Lisa Barnes,nursing_assistant,general_medicine,1
52,STF-8b6412dc,Lauren Daniels,doctor,surgery,1
11,STF-9fdbaf6f,Anthony Humphrey,nursing_assistant,emergency,1
18,STF-ec102fe1,Whitney Peters,nurse,surgery,1
24,STF-67d3ac43,Jessica Smith,doctor,general_medicine,0
39,STF-5157d809,Amber Kidd,doctor,general_medicine,1
26,STF-7dfe6d32,Gabrielle Davis,nurse,emergency,0
18,STF-53629610,Shane Henderson,nurse,emergency,1
10,STF-ed194945,Gerald Hensley,nursing_assistant,emergency,1
28,STF-9045bfe7,Brian Rodriguez,nurse,ICU,0
22,STF-f37c5b51,Timothy Duncan,nurse,surgery,1
17,STF-1511492d,Marc Moore,nurse,ICU,0
2,STF-61a51c45,Mike Allen,nurse,ICU,1
46,STF-e983db1d,April Frost,nursing_assistant,ICU,1
31,STF-36140a6a,Derek Zuniga,nurse,surgery,0
25,STF-a373df11,Michele Williams,doctor,emergency,1
25,STF-1511492d,Richard Henson,nursing_assistant,ICU,0
51,STF-11c84169,Paula Moreno,nurse,emergency,1
29,STF-44cbfc17,Kelly Donovan,nurse,ICU,0
51,STF-7510a5e3,Cameron Parker,nursing_assistant,ICU,0
26,STF-935c51f3,Anna Henderson,nurse,ICU,0
2,STF-836e90d0,Ashley Waller,nursing_assistant,surgery,0
12,STF-ddd99f9e,Victor Baker,nurse,ICU,1
5,STF-669a95d5,Helen Jones,nursing_assistant,ICU,0
24,STF-052894a3,Julia Torres,nursing_assistant,general_medicine,1
19,STF-36140a6a,Lisa Jackson,nurse,emergency,0
47,STF-05591498,Diana May,nursing_assistant,ICU,0
14,STF-1bc3ecc7,Crystal Robinson,nurse,general_medicine,1
43,STF-197d1927,Steve Sanchez,nurse,ICU,0
30,STF-25d79742,Paula Moreno,nurse,surgery,1
25,STF-e15cfd51,Holly Wood,doctor,emergency,0
44,STF-e15cfd51,Holly Wood,nurse,emergency,0
45,STF-403052c0,Angie Henderson,doctor,emergency,1
3,STF-e2bbe735,Amber Kidd,doctor,ICU,0
28,STF-55594f66,John Daniel,nurse,emergency,1
43,STF-e9bd9766,Sierra Johnson,nurse,general_medicine,0
4,STF-da4920fd,Judy Baker,nurse,emergency,0
51,STF-c8ef6bb9,Justin Baker,nurse,emergency,1
28,STF-d3c13ca9,Abigail Shaffer,doctor,emergency,0
50,STF-669a95d5,Helen Jones,nurse,ICU,0
51,STF-36140a6a,Derek Zuniga,nurse,emergency,1
47,STF-ed194945,Brent Jordan,nurse,surgery,1
30,STF-403052c0,Daniel Wagner,nurse,emergency,1
35,STF-0f188974,Lauren Daniels,nurse,general_medicine,1
4,STF-68c8a79d,Fred Smith,nurse,ICU,1
33,STF-2a9c9bdb,Shannon Jones,nurse,emergency,0
16,STF-b77cdc60,Allison Hill,nurse,emergency,0
46,STF-68c8a79d,Paula Moreno,nursing_assistant,surgery,1
46,STF-dfe95bc8,Danny Morgan,nurse,surgery,0
24,STF-5401ad3a,Anna Henderson,nurse,surgery,1
15,STF-bea9d5c9,Connie Lawrence,nurse,emergency,0
29,STF-1c410c36,Fred Smith,nurse,emergency,1
3,STF-cf0f00c3,Jessica Smith,nursing_assistant,ICU,1
7,STF-c696ae9c,Connie Lawrence,nurse,emergency,1
23,STF-cf0f00c3,Aaron Wise,nurse,general_medicine,1
9,STF-551ccae1,Tracy House,nurse,ICU,0
51,STF-63b9ca1d,Richard Aguirre,nurse,surgery,1
35,STF-651ff617,Donald Wright,nurse,general_medicine,1
19,STF-1c410c36,Paula Moreno,nurse,emergency,1
30,STF-59afa180,Richard Aguirre,nursing_assistant,general_medicine,1
12,STF-e983db1d,Jeffrey Chandler,nursing_assistant,ICU,1
12,STF-2122e2a0,Denise Jacobs,nurse,ICU,1
6,STF-7510a5e3,Jessica Smith,nurse,ICU,0
31,STF-d962d308,Shannon Walker,nurse,ICU,1
47,STF-8c3d09d0,Michael Evans,nursing_assistant,emergency,1
11,STF-53629610,Mark Perez,nursing_assistant,emergency,0
4,STF-b0bc8d3f,Derek Zuniga,nurse,surgery,1
18,STF-2a9c9bdb,Crystal Robinson,nurse,general_medicine,0
46,STF-61961d5b,Deborah Figueroa,nurse,general_medicine,0
52,STF-ec102fe1,Jordan Henderson,nurse,general_medicine,1
19,STF-935c51f3,Anna Henderson,nursing_assistant,general_medicine,0
47,STF-8c3d09d0,Daniel Baker,nursing_assistant,ICU,1
26,STF-d1d59a8b,Zachary Hicks,doctor,surgery,1
51,STF-a493e575,Brian Rodriguez,nurse,general_medicine,1
38,STF-40a56cae,Daniel Baker,doctor,general_medicine,1
25,STF-98fd6aad,Anna Henderson,nurse,ICU,1
15,STF-e573be71,Evelyn Galvan,nurse,general_medicine,1
4,STF-40a56cae,Mike Allen,nurse,general_medicine,0
40,STF-a4c9b3f0,Anthony Humphrey,nursing_assistant,emergency,1
41,STF-398a99e9,Zachary Hicks,nurse,general_medicine,1
43,STF-3a9a90fd,Patty Perez,doctor,emergency,1
33,STF-61961d5b,Cameron Parker,nurse,ICU,1
36,STF-2dcdd6fb,Philip Cannon,nurse,general_medicine,0
27,STF-3a9a90fd,Brian Ramirez,nurse,emergency,1
34,STF-63b9ca1d,Brent Jordan,nurse,surgery,0
30,STF-8a4df0f8,Anthony Rodriguez,nurse,surgery,0
33,STF-d3c13ca9,Gina Moore,nurse,emergency,0
43,STF-4b388ef9,John Daniel,nursing_assistant,surgery,0
17,STF-2122e2a0,John Whitehead,nurse,surgery,1
36,STF-4f1df27e,Amy Silva,nursing_assistant,surgery,0
9,STF-9fdbaf6f,Fred Smith,nurse,emergency,1
26,STF-f5164783,Brian Rodriguez,nurse,general_medicine,1
5,STF-23a8d4c5,Carla Gray,nurse,emergency,0
45,STF-f37035ac,Derek Zuniga,nurse,emergency,1
4,STF-f5164783,Kelly Donovan,nursing_assistant,emergency,1
2,STF-61a51c45,Lauren Daniels,nursing_assistant,surgery,1
48,STF-c8ef6bb9,Cassandra Gaines,nursing_assistant,emergency,0
15,STF-ea97e797,Marc Moore,nurse,ICU,0
7,STF-ac9813b7,Dylan Miller,doctor,emergency,1
12,STF-206b10dc,Sherry Decker,nurse,emergency,0
51,STF-188cd855,Sierra Johnson,nurse,ICU,0
11,STF-fc210a9e,Crystal Robinson,nurse,surgery,0
17,STF-ebbeb197,Ryan Munoz,nurse,emergency,1
33,STF-372284b1,Anthony Humphrey,nurse,emergency,1
34,STF-1bc3ecc7,Jessica Holmes,nurse,surgery,1
42,STF-63b9ca1d,John Daniel,nurse,emergency,1
43,STF-1bc3ecc7,Richard Aguirre,nurse,surgery,0
22,STF-2b4ea9d4,Cameron Parker,nurse,surgery,0
10,STF-61961d5b,Rebecca Valencia,nurse,ICU,1
32,STF-dfe95bc8,Shannon Jones,doctor,emergency,0
45,STF-a1420039,Carol Tucker,nursing_assistant,surgery,1
34,STF-2e0dd6e9,Noah Rhodes,nurse,emergency,1
9,STF-103c818c,Rebecca Henderson,nurse,emergency,0
47,STF-5157d809,Carol Tucker,nurse,emergency,1
45,STF-b77cdc60,Allison Hill,doctor,emergency,0
28,STF-f5164783,Zachary Ferrell,nurse,ICU,1
1,STF-f37035ac,Monica Herrera,doctor,emergency,0
31,STF-7dfe6d32,Gabrielle Davis,nurse,emergency,0
33,STF-11c84169,John Pierce,nurse,surgery,0
51,STF-5157d809,Brent Jordan,nursing_assistant,surgery,1
23,STF-302eb752,Erin Edwards,nursing_assistant,ICU,0
44,STF-5157d809,James Brown,nurse,emergency,1
9,STF-997af03e,Stephen Mckee,nursing_assistant,ICU,1
31,STF-d962d308,Sharon Cherry,nurse,ICU,0
7,STF-038ff4c9,Lauren Daniels,doctor,ICU,1
18,STF-e2bbe735,Connor West,nurse,general_medicine,1
34,STF-8325689b,Lisa Hensley,doctor,emergency,1
39,STF-9fdbaf6f,Danny Morgan,doctor,general_medicine,1
2,STF-ebbeb197,Monica Herrera,nurse,emergency,1
14,STF-4b388ef9,Eric Carney,doctor,surgery,0
44,STF-a2ef0542,Denise Jacobs,nurse,ICU,0
6,STF-98fd6aad,Aaron Wise,nurse,ICU,0
42,STF-61a51c45,Kelly Donovan,nurse,surgery,0
11,STF-0f188974,William Baker,nursing_assistant,emergency,0
23,STF-1bc3ecc7,Joshua Blair,nurse,general_medicine,0
48,STF-9fdbaf6f,Philip Cannon,nurse,general_medicine,0
42,STF-d1d59a8b,Sherri Baker,doctor,general_medicine,0
7,STF-5401ad3a,Brian Rodriguez,nurse,ICU,1
51,STF-15db5d87,Evelyn Galvan,doctor,ICU,1
40,STF-0f188974,Paul Jones,nursing_assistant,surgery,1
18,STF-052894a3,Richard Rodriguez,nurse,ICU,1
18,STF-abfdc900,Diana May,nursing_assistant,ICU,0
47,STF-2dfd271e,James Brown,nursing_assistant,surgery,1
40,STF-550b832f,Tommy Walter,nurse,surgery,0
3,STF-11c84169,Eric Carney,nurse,general_medicine,0
50,STF-2122e2a0,Aaron Wise,nurse,general_medicine,0
6,STF-e573be71,Crystal Johnson,nurse,ICU,0
37,STF-e573be71,Sharon Cochran,nurse,general_medicine,0
25,STF-935c51f3,Christopher Bass,nursing_assistant,general_medicine,1
48,STF-ebbeb197,Monica Herrera,nurse,emergency,0
39,STF-a2ef0542,Christina Walters,nursing_assistant,general_medicine,1
2,STF-e9bd9766,Richard Rodriguez,nurse,ICU,1
29,STF-cf9225db,Shannon Walker,nurse,ICU,0
30,STF-b4907958,Tricia Valencia,doctor,general_medicine,0
24,STF-a373df11,Monica Herrera,nurse,emergency,0
16,STF-a1420039,Brittney Phillips,nurse,general_medicine,1
49,STF-f398593d,Nathan Maldonado,nurse,emergency,1
22,STF-2a9c9bdb,Michael Lewis,doctor,ICU,1
42,STF-372284b1,Eric Carney,nurse,general_medicine,1
46,STF-651ff617,Connor West,nurse,surgery,0
17,STF-1c410c36,Shane Henderson,nursing_assistant,surgery,1
23,STF-302eb752,Erin Edwards,nurse,ICU,1
21,STF-a493e575,Lisa Barnes,nursing_assistant,ICU,1
49,STF-67d3ac43,Evelyn Galvan,doctor,general_medicine,1
22,STF-d1d59a8b,James Ferrell,nurse,emergency,1
40,STF-e9bd9766,Sierra Johnson,nursing_assistant,ICU,1
6,STF-ed194945,Shannon Jones,nurse,ICU,0
15,STF-4b388ef9,Anthony Humphrey,doctor,surgery,0
26,STF-064febb6,Judy Baker,nurse,general_medicine,1
42,STF-5157d809,Gerald Hensley,nurse,general_medicine,1
33,STF-4f1df27e,Jordan Henderson,doctor,general_medicine,1
2,STF-1c410c36,Cassandra Gaines,nursing_assistant,emergency,1
22,STF-0f188974,Steve Sanchez,doctor,general_medicine,0
41,STF-8d812ffa,Christina Walters,nurse,ICU,1
15,STF-f37035ac,Michele Williams,nursing_assistant,emergency,0
29,STF-53629610,Crystal Robinson,nurse,emergency,0
3,STF-f5164783,Brian Rodriguez,nursing_assistant,ICU,1
11,STF-8a42f5e7,Sarah Moore,nurse,ICU,1
5,STF-550b832f,Ethan Adams,nurse,emergency,1
51,STF-e0c7759c,Tracy House,nurse,ICU,1
24,STF-651ff617,Carol Tucker,nurse,general_medicine,1
42,STF-11c84169,Angelica Tucker,nursing_assistant,emergency,1
27,STF-8a4df0f8,Stephanie Ross,nurse,general_medicine,1
6,STF-53629610,Jessica Holmes,nurse,surgery,0
12,STF-f37c5b51,Eric Carney,nurse,emergency,1
8,STF-67d3ac43,Jessica Smith,nursing_assistant,emergency,1
2,STF-ea97e797,Rebecca Valencia,nurse,ICU,1
24,STF-f5164783,Zachary Ferrell,nursing_assistant,general_medicine,0
22,STF-f37c5b51,Joshua Blair,nursing_assistant,emergency,1
14,STF-d114bde8,Cristian Santos,nursing_assistant,emergency,0
24,STF-197d1927,Lisa Barnes,doctor,ICU,1
18,STF-8d812ffa,Shirley Suarez,nursing_assistant,general_medicine,1
6,STF-2c8eaa98,Margaret Hawkins DDS,nurse,emergency,0
35,STF-e573be71,Sharon Cherry,nurse,ICU,0
19,STF-a1420039,Tracy House,nursing_assistant,surgery,1
10,STF-197d1927,Kelly Donovan,doctor,general_medicine,1
11,STF-8d812ffa,Christina Walters,nursing_assistant,surgery,1
10,STF-1c410c36,Joshua Blair,nursing_assistant,surgery,1
31,STF-97ee23c3,William Herrera,nursing_assistant,ICU,0
29,STF-806b98e6,Derek Zuniga,nurse,emergency,0
17,STF-669a95d5,Helen Jones,nurse,ICU,0
34,STF-da4920fd,Patty Perez,nursing_assistant,emergency,1
51,STF-e2bbe735,Amber Kidd,nursing_assistant,emergency,1
48,STF-038ff4c9,Lisa Barnes,doctor,general_medicine,1
19,STF-bea9d5c9,Connie Lawrence,nurse,emergency,1
46,STF-b00ed3e2,Kenneth Scott,nurse,ICU,0
14,STF-ec102fe1,Carol Tucker,nurse,surgery,1
30,STF-550b832f,Judy Baker,nurse,surgery,1
45,STF-551ccae1,Angela Lopez,nurse,surgery,1
22,STF-372284b1,Brittany Farmer,nurse,emergency,0
45,STF-5e560b99,Angie Henderson,nurse,emergency,1
3,STF-ddd99f9e,William Herrera,nurse,ICU,0
49,STF-e0c7759c,William Baker,nursing_assistant,surgery,1
14,STF-5401ad3a,John Whitehead,nurse,general_medicine,0
28,STF-d3c13ca9,Jamie Arnold,doctor,emergency,1
42,STF-064febb6,Justin Baker,nursing_assistant,emergency,1
17,STF-0f188974,William Baker,nurse,general_medicine,1
40,STF-d1d59a8b,Stephanie Ross,nurse,emergency,1
17,STF-ada6b167,Brittany Farmer,nurse,emergency,1
47,STF-cf0f00c3,Sandra Aguilar,nurse,ICU,0
29,STF-d962d308,Shannon Walker,nurse,ICU,1
45,STF-ac9813b7,Ryan Munoz,doctor,emergency,1
45,STF-59afa180,Tracy House,nursing_assistant,emergency,0
36,STF-322e1cde,Amber Kidd,nurse,surgery,0
39,STF-7dfe6d32,Gina Moore,doctor,emergency,0
41,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
2,STF-f37035ac,Michele Williams,nurse,emergency,1
4,STF-e0c7759c,Brittney Phillips,doctor,ICU,1
46,STF-d114bde8,Gina Moore,nursing_assistant,emergency,0
24,STF-cf9225db,Crystal Johnson,nurse,ICU,1
11,STF-4b388ef9,Fred Smith,doctor,surgery,1
26,STF-206b10dc,Paula Moreno,doctor,surgery,0
49,STF-abfdc900,Garrett Lin,nurse,ICU,0
44,STF-4daae752,Larry Dixon,nursing_assistant,ICU,1
11,STF-f37035ac,Lisa Jackson,nurse,emergency,0
43,STF-727e4277,Richard Aguirre,nurse,ICU,1
2,STF-dfe95bc8,Timothy Duncan,nurse,general_medicine,1
19,STF-551ccae1,Amy Silva,nursing_assistant,surgery,1
27,STF-b4907958,Nathan Maldonado,nurse,emergency,1
42,STF-a2ef0542,Denise Jacobs,doctor,ICU,1
15,STF-55594f66,Timothy Duncan,nurse,general_medicine,0
50,STF-669a95d5,Helen Jones,nurse,ICU,1
26,STF-d3c13ca9,Jamie Arnold,doctor,emergency,1
48,STF-206b10dc,Sherri Baker,nurse,emergency,0
30,STF-fc210a9e,Jessica Holmes,nurse,surgery,1
25,STF-9fdbaf6f,Anthony Humphrey,nurse,emergency,0
5,STF-36140a6a,Lisa Jackson,nurse,surgery,1
1,STF-8325689b,Brian Ramirez,nurse,emergency,1
26,STF-a1420039,James Brown,doctor,ICU,1
32,STF-67d3ac43,Marc Moore,nursing_assistant,ICU,1
24,STF-a493e575,Michael Evans,nurse,general_medicine,1
24,STF-c696ae9c,Cristian Santos,nurse,emergency,1
50,STF-551ccae1,Carol Tucker,nurse,general_medicine,0
23,STF-e573be71,Julia Torres,nurse,surgery,1
48,STF-84efb3e5,Aaron Wise,nurse,general_medicine,0
35,STF-ebbeb197,Ryan Munoz,doctor,emergency,0
50,STF-e573be71,Evelyn Galvan,nurse,ICU,1
13,STF-302eb752,Erin Edwards,nursing_assistant,ICU,1
51,STF-ed194945,Crystal Robinson,nursing_assistant,surgery,1
18,STF-ac9813b7,Lisa Hensley,nurse,surgery,0
13,STF-abfdc900,Diana May,nurse,ICU,0
17,STF-806b98e6,Brian Ramirez,doctor,emergency,1
29,STF-3a9a90fd,Matthew Foster,nurse,emergency,1
15,STF-2e0dd6e9,Noah Rhodes,nurse,emergency,1
48,STF-1c410c36,Angelica Tucker,doctor,ICU,1
6,STF-f5164783,Shirley Suarez,nursing_assistant,general_medicine,1
38,STF-2e0dd6e9,Angie Henderson,nursing_assistant,emergency,1
29,STF-a2ef0542,Lisa Archer,nursing_assistant,general_medicine,1
14,STF-d3c13ca9,Jamie Arnold,nurse,emergency,1
21,STF-d3c13ca9,Ryan Munoz,doctor,emergency,0
41,STF-15db5d87,Sandra Aguilar,nurse,ICU,0
22,STF-15db5d87,Sharon Cochran,nurse,ICU,0
13,STF-8325689b,Patty Perez,nurse,emergency,1
33,STF-6a7114cb,April Frost,nursing_assistant,ICU,0
7,STF-7dfe6d32,Connie Lawrence,nurse,emergency,1
30,STF-8a4df0f8,Stephanie Ross,nurse,emergency,1
20,STF-26466758,Amber Kidd,nursing_assistant,surgery,1
8,STF-6c29c37d,Timothy Duncan,doctor,ICU,0
40,STF-cf9225db,Crystal Johnson,nurse,ICU,1
36,STF-7510a5e3,Marc Moore,doctor,general_medicine,1
40,STF-b00ed3e2,Kenneth Scott,nurse,ICU,1
42,STF-b0bc8d3f,Brian Ramirez,nurse,surgery,1
6,STF-052894a3,Sharon Cochran,nursing_assistant,general_medicine,0
14,STF-d3c13ca9,Monica Herrera,nurse,emergency,1
37,STF-d1d59a8b,Nathan Maldonado,nursing_assistant,surgery,1
47,STF-a373df11,Jamie Arnold,nurse,emergency,1
48,STF-f5164783,Michael Evans,nurse,ICU,1
25,STF-103c818c,Nathan Maldonado,nursing_assistant,surgery,1
33,STF-935c51f3,Shirley Suarez,nurse,general_medicine,1
38,STF-e573be71,Richard Rodriguez,nursing_assistant,general_medicine,1
30,STF-103c818c,Anthony Rodriguez,doctor,emergency,1
17,STF-40a56cae,Matthew Mcmillan,nurse,general_medicine,0
7,STF-550b832f,Matthew Foster,doctor,surgery,1
41,STF-c696ae9c,Connie Lawrence,nursing_assistant,emergency,0
8,STF-e72deb85,Daniel Baker,nurse,general_medicine,0
3,STF-2b4ea9d4,Marc Moore,nurse,ICU,0
19,STF-03fbeddc,Philip Cannon,nurse,emergency,0
45,STF-651ff617,Victoria Garcia,nursing_assistant,emergency,1
46,STF-e0c7759c,Sarah Moore,nurse,surgery,0
46,STF-61a51c45,Amy Silva,nurse,ICU,1
45,STF-9da1bed5,Michelle Harmon,nurse,ICU,0
25,STF-03fbeddc,Cassandra Gaines,nursing_assistant,emergency,1
48,STF-372284b1,Angelica Tucker,nursing_assistant,surgery,0
13,STF-b4907958,Nathan Maldonado,nurse,general_medicine,0
46,STF-26466758,Lauren Daniels,nursing_assistant,surgery,1
14,STF-ec102fe1,James Brown,nurse,ICU,1
15,STF-8d812ffa,Paul Jones,nurse,general_medicine,1
32,STF-550b832f,Anthony Rodriguez,nursing_assistant,emergency,1
36,STF-15db5d87,Sharon Cherry,nurse,ICU,1
10,STF-6c29c37d,James Brown,nurse,surgery,0
41,STF-ea97e797,Rebecca Valencia,nursing_assistant,general_medicine,0
27,STF-cf9225db,Julia Torres,nurse,ICU,1
13,STF-9045bfe7,Jessica Smith,nurse,ICU,0
14,STF-40a56cae,Aimee Montoya,nurse,ICU,1
13,STF-5157d809,Connor West,nursing_assistant,surgery,1
10,STF-e8857831,Danny Morgan,nurse,emergency,0
45,STF-651ff617,Richard Aguirre,nurse,general_medicine,0
35,STF-4daae752,Ashley Waller,nursing_assistant,ICU,1
46,STF-7dfe6d32,Cristian Santos,nurse,emergency,1
36,STF-206b10dc,Jessica Holmes,doctor,surgery,0
35,STF-03fbeddc,Sherri Baker,doctor,emergency,0
28,STF-98fd6aad,Christina Walters,nursing_assistant,surgery,1
6,STF-a2ef0542,Aimee Montoya,doctor,general_medicine,1
29,STF-372284b1,Sherry Decker,nursing_assistant,surgery,1
14,STF-4e69ee46,Jamie Arnold,doctor,emergency,1
8,STF-8b6412dc,William Baker,nurse,surgery,0
47,STF-839e61f9,Sherry Decker,nurse,emergency,1
39,STF-e72deb85,Paul Jones,nurse,general_medicine,0
10,STF-e573be71,Julia Torres,nursing_assistant,ICU,1
42,STF-ac9813b7,Lisa Hensley,doctor,surgery,1
31,STF-05591498,Garrett Lin,doctor,ICU,0
3,STF-f398593d,Jeffrey Chavez,nurse,emergency,0
43,STF-206b10dc,Sherry Decker,doctor,general_medicine,0
3,STF-c8ef6bb9,Tricia Valencia,nurse,surgery,1
